source_event_id,financial_year,event_date,policy_id,product_code,product_name,region,distribution_channel,policy_status,written_premium_inr,premium_collected_inr,claim_flag,claim_amount_inr,claim_status,ceded_reinsurance_inr,commission_inr,insurance_revenue_inr
EVT00001639,2023,2023-03-11,POL00377,Travel,Travel,West,Bancassurance,Expired,133607.85,113482.85,False,0,,46239.15,10579.46,129872.83
EVT00001640,2023,2023-01-15,POL00301,SME,SME Package,Central,Direct,Expired,141370.26,121225.41,False,0,,21549.99,18271.67,132360.36
EVT00001641,2023,2023-12-29,POL00354,Motor,Private Motor,North,Agent,Active,125469.96,109149.16,False,0,,26271.84,10089.52,124173.67
EVT00001642,2023,2023-09-21,POL00175,Health,Retail Health,North,Agent,Active,94834.94,83503.76,False,0,,9584.05,8376.31,84549.17
EVT00001643,2023,2023-12-30,POL00398,SME,SME Package,East,Bancassurance,Active,100864.57,89795.69,False,0,,29973.48,16711.07,90706.4
EVT00001644,2023,2023-12-05,POL00293,Property,Commercial Property,Central,Broker,Expired,165282.22,158777.83,True,45249.89,Repudiated,45214.23,18207.31,153848.32
EVT00001645,2023,2023-10-25,POL00340,Motor,Private Motor,South,Direct,Active,47756.66,43081.71,False,0,,15263.7,5256.86,47228.21
EVT00001646,2023,2023-02-12,POL00271,Property,Commercial Property,East,Direct,Expired,175460.4,166459.5,True,158269.33,Closed,36306.56,17696.66,162915.95
EVT00001647,2023,2023-09-09,POL00094,Health,Retail Health,North,Broker,Active,80444.43,69069.94,False,0,,22734.26,10068.09,75735.47
EVT00001648,2023,2023-10-21,POL00276,Motor,Private Motor,East,Direct,Active,196151.69,148225.16,False,0,,48450.91,31902.23,191553.21
EVT00001649,2023,2023-07-11,POL00323,Health,Retail Health,North,Bancassurance,Active,17962.74,14889.42,False,0,,3189.6,1885.81,15828.03
EVT00001650,2023,2023-01-11,POL00046,Property,Commercial Property,Central,Agent,Expired,106512.04,99828.47,False,0,,26700.52,8027.88,101292.97
EVT00001651,2023,2023-03-10,POL00383,Motor,Private Motor,North,Broker,Expired,24921.89,20240.44,False,0,,2185.53,3104.16,22956.71
EVT00001652,2023,2023-09-15,POL00331,Property,Commercial Property,East,Agent,Active,98437.49,87953.1,False,0,,14610.78,11768.35,85164.14
EVT00001653,2023,2023-12-23,POL00368,Motor,Private Motor,North,Direct,Active,194415.76,160360.77,False,0,,21769.75,11481.85,175263.41
EVT00001654,2023,2023-11-13,POL00272,Travel,Travel,South,Bancassurance,Expired,37650.51,32378.22,True,25584.26,Repudiated,8302.12,2905.42,33369.62
EVT00001655,2023,2023-05-07,POL00031,Motor,Private Motor,East,Direct,Cancelled,215033.3,206515.52,False,0,,34408.64,37465.56,197304.75
EVT00001656,2023,2023-07-21,POL00045,Property,Commercial Property,West,Bancassurance,Active,111316.8,88662.09,False,0,,34860.66,7031.22,99464.52
EVT00001657,2023,2023-07-13,POL00348,SME,SME Package,North,Broker,Expired,201134.87,174561.78,True,13115.32,Closed,42924.33,21086.41,194066.27
EVT00001658,2023,2023-12-23,POL00210,Motor,Private Motor,East,Broker,Active,118502.88,100067.12,True,17445.44,Repudiated,8646.33,19686.79,111809.57
EVT00001659,2023,2023-01-20,POL00237,Property,Commercial Property,South,Direct,Active,181444.68,177772.52,False,0,,23529.8,32077.73,180446.77
EVT00001660,2023,2023-05-15,POL00097,SME,SME Package,Central,Agent,Active,215787.39,162286.82,True,164759.04,Repudiated,19484.8,34836.28,211656.0
EVT00001661,2023,2023-01-23,POL00325,Property,Commercial Property,East,Bancassurance,Active,168055.3,135701.16,False,0,,19061.57,8874.83,153226.81
EVT00001662,2023,2023-03-30,POL00215,Travel,Travel,West,Direct,Active,190439.48,174217.64,False,0,,64665.06,32295.22,178146.64
EVT00001663,2023,2023-06-18,POL00259,SME,SME Package,East,Bancassurance,Expired,192687.78,180856.69,False,0,,59098.03,15574.34,187815.65
EVT00001664,2023,2023-03-03,POL00276,Travel,Travel,South,Bancassurance,Active,64366.99,51438.01,False,0,,11421.63,7843.98,60118.29
EVT00001665,2023,2023-08-29,POL00055,Travel,Travel,East,Agent,Active,208787.54,187420.62,False,0,,66883.79,24207.54,183906.74
EVT00001666,2023,2023-01-05,POL00227,Property,Commercial Property,Central,Broker,Expired,53463.2,43892.82,False,0,,2896.5,4418.14,47308.64
EVT00001667,2023,2023-07-22,POL00310,Motor,Private Motor,Central,Agent,Expired,82010.6,72018.66,False,0,,14412.49,4347.79,76412.78
EVT00001668,2023,2023-01-18,POL00069,Property,Commercial Property,East,Broker,Cancelled,203851.9,156345.24,False,0,,62930.49,16357.83,175873.0
EVT00001669,2023,2023-10-17,POL00371,Property,Commercial Property,West,Bancassurance,Active,64928.56,53233.28,True,83538.52,Repudiated,16676.26,10327.05,57839.45
EVT00001670,2023,2023-05-22,POL00111,Health,Retail Health,East,Direct,Cancelled,58921.98,52305.61,True,67039.58,Settled,4692.38,7804.68,51360.31
EVT00001671,2023,2023-09-11,POL00279,Travel,Travel,North,Bancassurance,Active,90632.21,73769.17,False,0,,15594.37,6691.67,82110.89
EVT00001672,2023,2023-11-15,POL00153,Health,Retail Health,South,Direct,Active,184464.93,170348.62,False,0,,18763.29,11613.59,171558.92
EVT00001673,2023,2023-01-29,POL00027,Motor,Private Motor,South,Direct,Active,99503.69,91731.02,True,86631.48,Closed,21278.53,10778.7,94321.5
EVT00001674,2023,2023-10-06,POL00078,Motor,Private Motor,North,Direct,Expired,58126.49,56575.42,False,0,,5269.9,7222.88,51121.61
EVT00001675,2023,2023-08-25,POL00299,Motor,Private Motor,North,Direct,Active,136242.02,103204.18,True,61958.94,Settled,45858.31,16785.17,116057.58
EVT00001676,2023,2023-09-18,POL00111,SME,SME Package,West,Agent,Active,173082.78,158126.2,True,31856.8,Closed,36721.37,17219.61,148191.48
EVT00001677,2023,2023-02-26,POL00242,Motor,Private Motor,West,Bancassurance,Active,33429.46,31793.63,True,52748.47,Settled,9127.73,5114.88,33423.41
EVT00001678,2023,2023-03-09,POL00292,Health,Retail Health,Central,Agent,Active,9333.2,7599.17,True,3742.34,Closed,2776.77,1388.27,8343.6
EVT00001679,2023,2023-01-09,POL00095,Property,Commercial Property,South,Agent,Active,11264.11,9412.07,True,13152.98,Open,1042.77,1635.93,11156.85
EVT00001680,2023,2023-06-30,POL00299,Property,Commercial Property,East,Bancassurance,Expired,108585.59,86333.54,False,0,,12212.97,8007.33,102747.26
EVT00001681,2023,2023-03-10,POL00162,Motor,Private Motor,South,Broker,Active,24727.4,21423.93,False,0,,6578.97,1313.86,24618.63
EVT00001682,2023,2023-02-16,POL00139,Property,Commercial Property,East,Direct,Active,15855.74,12311.07,False,0,,1318.12,2761.45,14754.62
EVT00001683,2023,2023-09-21,POL00088,Travel,Travel,Central,Bancassurance,Cancelled,157061.16,146557.96,False,0,,49547.9,13065.75,146600.95
EVT00001684,2023,2023-04-29,POL00346,Travel,Travel,South,Broker,Active,219814.98,214751.25,False,0,,28745.27,24026.71,187622.05
EVT00001685,2023,2023-10-20,POL00225,SME,SME Package,North,Agent,Active,112027.49,101376.79,False,0,,8483.42,9981.74,96069.49
EVT00001686,2023,2023-08-18,POL00378,SME,SME Package,South,Bancassurance,Active,162836.8,127332.58,True,97584.89,Closed,21751.86,13836.57,149086.36
EVT00001687,2023,2023-09-09,POL00021,SME,SME Package,South,Agent,Active,212678.41,181319.96,True,74213.29,Open,21363.92,38223.25,187134.73
EVT00001688,2023,2023-07-26,POL00352,Health,Retail Health,North,Direct,Expired,8315.9,6669.64,True,3729.6,Open,1784.29,823.25,8058.04
EVT00001689,2023,2023-07-27,POL00233,Health,Retail Health,Central,Agent,Active,8712.04,7668.97,False,0,,1920.47,537.51,7734.71
EVT00001690,2023,2023-10-25,POL00002,Motor,Private Motor,Central,Agent,Active,167629.34,152030.41,False,0,,15364.76,19156.91,165965.25
EVT00001691,2023,2023-02-12,POL00345,SME,SME Package,Central,Bancassurance,Expired,138968.49,117713.42,False,0,,37509.9,12371.84,138739.02
EVT00001692,2023,2023-04-23,POL00281,Travel,Travel,West,Direct,Active,16613.66,12556.01,False,0,,5023.09,2103.84,14812.73
EVT00001693,2023,2023-11-06,POL00128,Travel,Travel,North,Agent,Expired,59795.53,51508.9,False,0,,12378.72,3651.78,51655.57
EVT00001694,2023,2023-12-07,POL00285,Property,Commercial Property,East,Direct,Active,168956.67,167387.6,False,0,,57755.05,12601.57,150196.76
EVT00001695,2023,2023-07-27,POL00007,Motor,Private Motor,East,Broker,Active,58704.78,50087.99,True,36023.52,Settled,7926.03,9731.74,52306.0
EVT00001696,2023,2023-02-16,POL00222,Travel,Travel,South,Agent,Active,124713.73,101859.83,False,0,,6835.51,8493.79,120410.94
EVT00001697,2023,2023-03-14,POL00353,SME,SME Package,South,Broker,Active,116827.85,105041.77,False,0,,39773.32,8108.78,114912.16
EVT00001698,2023,2023-07-30,POL00018,SME,SME Package,East,Agent,Active,154031.36,150366.74,False,0,,44191.69,14880.42,153359.91
EVT00001699,2023,2023-12-18,POL00160,Health,Retail Health,South,Direct,Cancelled,11688.13,9627.1,True,4708.28,Closed,2518.77,1088.89,10897.34
EVT00001700,2023,2023-03-30,POL00215,Motor,Private Motor,South,Direct,Active,11794.57,10808.42,False,0,,994.6,638.34,10847.43
EVT00001701,2023,2023-03-31,POL00113,Motor,Private Motor,East,Bancassurance,Active,19401.81,15171.18,True,7575.38,Open,1142.52,2794.69,18661.55
EVT00001702,2023,2023-08-08,POL00103,Health,Retail Health,Central,Bancassurance,Active,26989.12,20439.97,False,0,,9013.05,3859.25,22987.42
EVT00001703,2023,2023-04-23,POL00223,Property,Commercial Property,South,Direct,Active,161786.09,160598.78,False,0,,16714.33,11124.81,148191.35
EVT00001704,2023,2023-06-08,POL00325,Property,Commercial Property,West,Agent,Active,26679.87,21588.0,False,0,,7090.27,4103.67,26611.98
EVT00001705,2023,2023-02-21,POL00252,Health,Retail Health,East,Broker,Active,211753.74,163213.12,False,0,,44558.79,15079.76,190086.58
EVT00001706,2023,2023-12-24,POL00384,Health,Retail Health,West,Broker,Active,217215.51,190573.37,False,0,,56710.13,21800.94,196072.26
EVT00001707,2023,2023-05-19,POL00205,Health,Retail Health,South,Direct,Cancelled,210755.25,190807.33,False,0,,73624.59,33889.27,193114.97
EVT00001708,2023,2023-02-25,POL00320,Property,Commercial Property,West,Bancassurance,Expired,148426.99,132774.66,False,0,,23522.96,8125.62,147869.66
EVT00001709,2023,2023-08-03,POL00262,Property,Commercial Property,Central,Bancassurance,Cancelled,214393.51,167524.63,False,0,,28206.16,16557.98,183959.74
EVT00001710,2023,2023-03-25,POL00379,Travel,Travel,Central,Broker,Expired,39972.97,33340.24,False,0,,12113.53,5140.45,38481.24
EVT00001711,2023,2023-12-10,POL00183,Property,Commercial Property,Central,Broker,Active,92729.92,85565.52,False,0,,22519.04,5696.62,80541.38
EVT00001712,2023,2023-05-28,POL00364,SME,SME Package,West,Broker,Active,25025.26,19687.07,True,39040.3,Repudiated,3004.3,1984.38,23813.42
EVT00001713,2023,2023-01-10,POL00257,SME,SME Package,South,Agent,Active,66772.22,63456.49,False,0,,23231.51,6855.48,65431.81
EVT00001714,2023,2023-04-06,POL00178,Motor,Private Motor,North,Agent,Active,42131.55,40848.25,False,0,,10404.53,3634.5,40881.17
EVT00001715,2023,2023-11-25,POL00127,Motor,Private Motor,North,Bancassurance,Active,137595.76,135912.34,False,0,,40885.02,11167.72,119892.92
EVT00001716,2023,2023-01-07,POL00259,Travel,Travel,North,Agent,Active,21246.18,19646.7,True,18743.87,Open,1573.38,3292.87,18162.62
EVT00001717,2023,2023-07-18,POL00108,Property,Commercial Property,West,Agent,Active,167045.04,146013.32,True,247883.07,Repudiated,10636.79,24622.1,164154.14
EVT00001718,2023,2023-07-06,POL00080,Property,Commercial Property,Central,Agent,Expired,62774.55,56212.01,False,0,,21560.22,6946.99,58291.35
EVT00001719,2023,2023-08-16,POL00005,Motor,Private Motor,North,Broker,Cancelled,80233.94,66949.15,True,19882.83,Repudiated,26219.42,9833.03,76334.52
EVT00001720,2023,2023-02-26,POL00268,Motor,Private Motor,West,Broker,Expired,134933.79,103097.45,True,29854.92,Repudiated,11028.83,7228.91,128664.62
EVT00001721,2023,2023-03-03,POL00399,SME,SME Package,West,Broker,Active,50994.15,45840.2,False,0,,12244.87,5096.64,47025.19
EVT00001722,2023,2023-05-27,POL00275,Health,Retail Health,West,Direct,Expired,16547.5,16044.07,False,0,,1353.8,2769.75,14517.27
EVT00001723,2023,2023-03-11,POL00281,Motor,Private Motor,Central,Direct,Expired,106690.68,105897.98,True,35083.74,Settled,26751.5,9400.6,103464.39
EVT00001724,2023,2023-06-30,POL00110,Travel,Travel,South,Broker,Cancelled,33766.83,30264.2,False,0,,5582.86,4624.56,30638.81
EVT00001725,2023,2023-07-06,POL00234,Property,Commercial Property,West,Bancassurance,Active,177779.57,163656.77,False,0,,32192.18,24837.97,157670.24
EVT00001726,2023,2023-01-05,POL00357,Health,Retail Health,North,Direct,Active,32473.3,27655.66,False,0,,3038.12,1930.57,29942.05
EVT00001727,2023,2023-12-26,POL00112,Health,Retail Health,East,Agent,Cancelled,210458.13,191978.73,False,0,,66891.26,14805.79,205676.56
EVT00001728,2023,2023-08-06,POL00384,Motor,Private Motor,Central,Broker,Active,69174.38,66671.64,False,0,,8032.33,3550.61,68270.35
EVT00001729,2023,2023-10-09,POL00308,Motor,Private Motor,North,Direct,Expired,17932.35,13901.76,False,0,,2925.07,2574.37,17296.61
EVT00001730,2023,2023-01-09,POL00199,Property,Commercial Property,West,Broker,Active,191960.02,173458.17,False,0,,27442.12,11861.78,163256.44
EVT00001731,2023,2023-06-13,POL00061,Property,Commercial Property,West,Bancassurance,Active,218648.52,190802.76,False,0,,49318.87,22998.15,217308.95
EVT00001732,2023,2023-04-30,POL00242,Health,Retail Health,Central,Direct,Active,170162.69,164386.83,True,236665.42,Repudiated,54840.41,15797.4,147151.94
EVT00001733,2023,2023-11-03,POL00304,Property,Commercial Property,Central,Bancassurance,Active,80369.63,65493.16,False,0,,26655.91,4495.06,76408.77
EVT00001734,2023,2023-08-25,POL00237,Health,Retail Health,South,Bancassurance,Active,70674.79,58178.05,False,0,,21398.4,6931.47,63043.86
EVT00001735,2023,2023-09-04,POL00240,Health,Retail Health,North,Direct,Active,29570.07,25583.23,True,28115.08,Open,4686.74,4574.97,28482.03
EVT00001736,2023,2023-06-04,POL00273,Health,Retail Health,West,Agent,Active,111175.31,91911.29,True,6143.15,Closed,35198.12,9844.12,95714.65
EVT00001737,2023,2023-09-22,POL00258,Property,Commercial Property,West,Broker,Active,42343.5,33586.42,True,58041.18,Repudiated,14582.24,7035.6,37172.96
EVT00001738,2023,2023-12-28,POL00154,Motor,Private Motor,West,Bancassurance,Active,36854.63,31743.99,False,0,,9396.38,2531.77,36553.87
EVT00001739,2023,2023-07-28,POL00106,Property,Commercial Property,South,Bancassurance,Active,154625.25,129813.1,True,248897.7,Repudiated,41224.74,24533.84,145518.94
EVT00001740,2023,2023-01-14,POL00344,Motor,Private Motor,East,Bancassurance,Active,57556.26,43995.06,False,0,,9275.47,4638.53,48974.85
EVT00001741,2023,2023-05-12,POL00352,SME,SME Package,Central,Broker,Active,130474.63,122065.66,False,0,,19337.85,21004.86,119300.74
EVT00001742,2023,2023-08-12,POL00398,Motor,Private Motor,East,Broker,Active,164427.73,140236.05,True,141776.91,Repudiated,32876.25,15467.74,146045.31
EVT00001743,2023,2023-04-03,POL00040,SME,SME Package,North,Broker,Expired,119717.37,94192.51,True,47635.47,Repudiated,32907.16,8012.79,114844.44
EVT00001744,2023,2023-03-03,POL00031,Health,Retail Health,South,Broker,Active,30560.37,23493.37,False,0,,4929.31,5051.96,27928.78
EVT00001745,2023,2023-10-23,POL00252,Motor,Private Motor,West,Broker,Active,70439.94,63691.58,False,0,,5931.47,5978.0,65711.52
EVT00001746,2023,2023-01-16,POL00284,Health,Retail Health,North,Direct,Active,29955.86,25648.44,False,0,,3361.02,4833.14,26267.57
EVT00001747,2023,2023-10-07,POL00093,Travel,Travel,Central,Agent,Active,215611.24,176054.18,False,0,,28156.95,34012.09,185227.84
EVT00001748,2023,2023-01-21,POL00013,Motor,Private Motor,West,Bancassurance,Expired,169008.32,165695.38,False,0,,12526.14,28748.42,154954.81
EVT00001749,2023,2023-02-27,POL00176,Motor,Private Motor,North,Direct,Active,52239.86,44577.17,False,0,,6589.62,4511.24,48929.72
EVT00001750,2023,2023-07-23,POL00226,Health,Retail Health,Central,Direct,Expired,99845.02,80916.05,False,0,,21165.08,17425.69,85355.18
EVT00001751,2023,2023-11-06,POL00388,Property,Commercial Property,East,Agent,Active,82156.34,76580.54,False,0,,17664.64,5269.04,77271.61
EVT00001752,2023,2023-06-02,POL00116,Health,Retail Health,West,Broker,Cancelled,112570.33,99650.58,True,181627.41,Open,33396.68,8880.35,106697.83
EVT00001753,2023,2023-10-11,POL00396,SME,SME Package,West,Agent,Active,99254.78,84857.41,False,0,,14822.54,7177.5,97215.28
EVT00001754,2023,2023-10-07,POL00330,Property,Commercial Property,East,Broker,Active,64132.3,60106.69,False,0,,3656.73,9232.63,59376.88
EVT00001755,2023,2023-02-22,POL00223,Property,Commercial Property,North,Bancassurance,Expired,218668.07,205194.69,False,0,,12356.96,12201.09,186203.39
EVT00001756,2023,2023-01-17,POL00290,Health,Retail Health,Central,Agent,Active,171589.21,167476.15,False,0,,57199.08,28256.48,151981.62
EVT00001757,2023,2023-05-06,POL00144,Property,Commercial Property,Central,Agent,Active,44750.78,35318.18,False,0,,5557.15,3245.81,44464.85
EVT00001758,2023,2023-04-26,POL00184,Motor,Private Motor,North,Broker,Expired,200044.06,190309.95,False,0,,68420.6,12954.43,196585.39
EVT00001759,2023,2023-04-10,POL00173,Property,Commercial Property,East,Agent,Active,93821.87,82194.85,False,0,,20460.55,13169.64,82677.96
EVT00001760,2023,2023-10-16,POL00387,Health,Retail Health,South,Broker,Active,60213.43,58996.16,False,0,,5399.87,9365.59,51422.14
EVT00001761,2023,2023-06-10,POL00383,SME,SME Package,South,Agent,Active,212774.63,173914.84,True,64442.16,Open,39001.44,19859.14,199958.5
EVT00001762,2023,2023-07-10,POL00314,SME,SME Package,Central,Broker,Cancelled,32995.73,26749.04,False,0,,3610.6,3713.53,29575.67
EVT00001763,2023,2023-02-20,POL00143,Health,Retail Health,North,Agent,Active,134203.08,129739.63,False,0,,29512.22,22441.35,120955.18
EVT00001764,2023,2023-05-21,POL00301,Health,Retail Health,South,Bancassurance,Active,157034.01,121696.43,False,0,,41891.04,10466.97,143455.72
EVT00001765,2023,2023-04-28,POL00243,Property,Commercial Property,South,Bancassurance,Active,29811.75,29108.98,False,0,,9453.51,3140.49,27345.88
EVT00001766,2023,2023-02-24,POL00014,Motor,Private Motor,Central,Broker,Active,194424.22,189679.58,False,0,,17737.04,11265.13,170108.03
EVT00001767,2023,2023-05-02,POL00033,Property,Commercial Property,South,Direct,Active,75372.55,61634.13,False,0,,6924.64,9470.2,65254.55
EVT00001768,2023,2023-03-20,POL00342,Motor,Private Motor,Central,Bancassurance,Active,133351.3,121273.38,True,146514.7,Closed,21644.05,19517.61,130550.31
EVT00001769,2023,2023-01-04,POL00048,SME,SME Package,Central,Broker,Expired,61926.94,58798.0,False,0,,20406.86,9466.04,58124.94
EVT00001770,2023,2023-10-29,POL00155,SME,SME Package,West,Bancassurance,Active,112454.37,95085.9,False,0,,38064.99,18496.67,108364.75
EVT00001771,2023,2023-06-20,POL00302,SME,SME Package,West,Direct,Active,192992.7,190230.78,True,163921.63,Settled,65233.56,16547.55,189617.85
EVT00001772,2023,2023-03-30,POL00326,SME,SME Package,East,Broker,Expired,122795.0,121955.71,False,0,,22247.13,18810.41,106861.9
EVT00001773,2023,2023-06-13,POL00010,SME,SME Package,East,Bancassurance,Active,147593.98,139436.41,False,0,,48291.77,23924.14,139571.83
EVT00001774,2023,2023-12-06,POL00378,Property,Commercial Property,North,Bancassurance,Active,41713.08,33199.1,False,0,,11533.44,4977.49,37662.75
EVT00001775,2023,2023-03-28,POL00326,Travel,Travel,South,Direct,Active,125123.77,99745.63,False,0,,39319.34,16766.02,108056.38
EVT00001776,2023,2023-12-22,POL00084,Health,Retail Health,East,Agent,Active,129560.31,116410.64,False,0,,30012.04,17512.17,117791.42
EVT00001777,2023,2023-04-10,POL00228,Motor,Private Motor,South,Bancassurance,Active,63602.55,60916.04,False,0,,19191.63,11141.48,57509.17
EVT00001778,2023,2023-10-03,POL00095,Motor,Private Motor,West,Direct,Active,11977.77,9676.84,True,16684.72,Open,2664.77,981.33,11551.99
EVT00001779,2023,2023-01-11,POL00318,Health,Retail Health,South,Broker,Active,106300.24,82033.05,False,0,,17507.27,5395.01,91101.06
EVT00001780,2023,2023-03-08,POL00271,Health,Retail Health,West,Bancassurance,Active,75918.61,62271.99,True,94564.32,Repudiated,22721.38,4337.69,75640.94
EVT00001781,2023,2023-04-25,POL00201,Property,Commercial Property,South,Direct,Active,129357.9,104400.53,True,65374.41,Open,23725.26,13625.19,112799.05
EVT00001782,2023,2023-06-03,POL00345,Motor,Private Motor,South,Broker,Expired,32309.23,29424.94,False,0,,4125.65,4608.32,32139.59
EVT00001783,2023,2023-07-18,POL00071,Health,Retail Health,North,Bancassurance,Active,198784.78,163386.45,False,0,,21665.2,14556.62,182977.46
EVT00001784,2023,2023-01-24,POL00268,Property,Commercial Property,West,Bancassurance,Expired,167434.99,143240.21,False,0,,48055.81,21527.56,146842.01
EVT00001785,2023,2023-11-12,POL00143,Travel,Travel,North,Bancassurance,Active,80118.35,70335.84,False,0,,27993.48,12712.07,74042.35
EVT00001786,2023,2023-09-12,POL00290,Health,Retail Health,South,Direct,Active,16729.39,13252.6,False,0,,3071.33,1416.3,14890.79
EVT00001787,2023,2023-01-06,POL00087,Health,Retail Health,East,Direct,Active,79071.12,63185.15,False,0,,17536.38,8565.19,76234.71
EVT00001788,2023,2023-04-12,POL00085,Property,Commercial Property,East,Direct,Expired,88242.07,82971.04,False,0,,19443.79,7634.14,81195.2
EVT00001789,2023,2023-09-04,POL00265,Travel,Travel,East,Agent,Active,215601.6,161874.38,False,0,,43175.93,20231.64,211903.05
EVT00001790,2023,2023-04-23,POL00380,Property,Commercial Property,South,Agent,Active,67047.75,55671.21,False,0,,3674.29,10308.65,62839.34
EVT00001791,2023,2023-09-16,POL00245,SME,SME Package,North,Direct,Active,18581.12,16206.12,False,0,,3217.68,1155.79,16413.06
EVT00001792,2023,2023-08-01,POL00268,Property,Commercial Property,East,Broker,Active,91990.01,77620.63,False,0,,17056.02,12394.48,90004.95
EVT00001793,2023,2023-12-04,POL00132,Travel,Travel,West,Broker,Active,90192.28,72916.85,False,0,,26402.94,15820.43,77571.81
EVT00001794,2023,2023-10-23,POL00153,Motor,Private Motor,Central,Direct,Expired,166267.5,148445.84,False,0,,15753.15,18588.56,158680.16
EVT00001795,2023,2023-07-30,POL00057,Motor,Private Motor,Central,Direct,Active,155870.91,142224.88,False,0,,25799.38,13671.01,138012.5
EVT00001796,2023,2023-12-07,POL00386,Travel,Travel,North,Direct,Expired,56313.45,45726.22,True,44785.68,Closed,6384.94,5717.31,53311.48
EVT00001797,2023,2023-09-01,POL00109,Motor,Private Motor,West,Bancassurance,Expired,196184.77,153036.03,False,0,,20581.92,14486.93,178831.62
EVT00001798,2023,2023-01-24,POL00295,Property,Commercial Property,North,Agent,Expired,103849.86,94686.22,False,0,,11985.21,15451.88,98806.69
EVT00001799,2023,2023-07-24,POL00199,Travel,Travel,South,Bancassurance,Active,152104.31,120510.72,False,0,,35801.58,24369.58,146535.9
EVT00001800,2023,2023-12-25,POL00013,Property,Commercial Property,East,Agent,Expired,143001.73,127664.86,True,33006.4,Repudiated,9667.6,19194.91,133585.8
EVT00001801,2023,2023-12-13,POL00392,Motor,Private Motor,Central,Bancassurance,Active,101869.77,86771.01,True,154315.16,Open,17385.68,7250.25,100814.39
EVT00001802,2023,2023-03-03,POL00008,Travel,Travel,South,Broker,Expired,115901.68,104766.71,False,0,,25497.8,13878.76,101293.52
EVT00001803,2023,2023-05-15,POL00288,Health,Retail Health,West,Direct,Cancelled,171126.45,161398.55,True,30585.79,Open,35965.31,26850.87,153362.52
EVT00001804,2023,2023-12-12,POL00088,Travel,Travel,Central,Direct,Active,51724.33,47786.25,False,0,,17384.76,4162.48,50826.47
EVT00001805,2023,2023-02-02,POL00395,Health,Retail Health,East,Direct,Active,143623.54,132576.34,True,94679.52,Repudiated,26554.89,25738.04,134980.59
EVT00001806,2023,2023-09-20,POL00316,Property,Commercial Property,Central,Bancassurance,Active,85987.26,85906.31,False,0,,29027.32,7334.89,80330.3
EVT00001807,2023,2023-08-30,POL00381,Property,Commercial Property,South,Agent,Active,173955.72,160636.71,False,0,,12629.78,25085.86,150775.58
EVT00001808,2023,2023-10-25,POL00258,Motor,Private Motor,West,Bancassurance,Cancelled,65468.81,52731.75,True,104410.36,Open,5295.57,8809.74,58129.08
EVT00001809,2023,2023-01-25,POL00371,Health,Retail Health,Central,Agent,Active,50339.19,43402.05,True,44698.59,Closed,8742.9,4469.35,46158.02
EVT00001810,2023,2023-03-31,POL00105,Motor,Private Motor,Central,Agent,Active,198429.89,196492.21,True,59431.94,Closed,41393.99,25415.49,181006.33
EVT00001811,2023,2023-10-17,POL00334,Property,Commercial Property,East,Direct,Expired,14400.43,13862.79,False,0,,2950.68,1955.15,14326.86
EVT00001812,2023,2023-02-26,POL00095,Travel,Travel,East,Agent,Active,122445.42,104782.13,False,0,,10248.68,15670.48,120504.9
EVT00001813,2023,2023-03-31,POL00088,Travel,Travel,West,Bancassurance,Active,126183.49,111369.04,False,0,,15398.46,8278.41,108331.4
EVT00001814,2023,2023-12-15,POL00216,Health,Retail Health,East,Direct,Active,77125.48,69313.87,False,0,,8110.83,6393.75,77106.04
EVT00001815,2023,2023-04-21,POL00249,Motor,Private Motor,North,Broker,Active,166232.28,158357.29,False,0,,15423.24,11819.08,163162.93
EVT00001816,2023,2023-08-20,POL00209,SME,SME Package,North,Agent,Expired,41116.54,33127.89,False,0,,2166.29,5002.71,36591.21
EVT00001817,2023,2023-12-20,POL00208,Motor,Private Motor,South,Bancassurance,Active,103158.17,80769.22,False,0,,12655.95,9425.75,100751.41
EVT00001818,2023,2023-05-23,POL00158,Motor,Private Motor,East,Direct,Active,169988.84,138364.21,False,0,,44192.63,26513.13,164628.4
EVT00001819,2023,2023-08-20,POL00348,Motor,Private Motor,South,Bancassurance,Expired,65659.18,63643.13,False,0,,6175.97,6289.9,62870.47
EVT00001820,2023,2023-07-26,POL00256,Health,Retail Health,Central,Direct,Active,159007.64,135598.29,False,0,,53779.42,12721.68,136073.34
EVT00001821,2023,2023-12-08,POL00238,SME,SME Package,Central,Bancassurance,Active,23622.31,19918.53,False,0,,6968.08,4153.1,23109.66
EVT00001822,2023,2023-07-23,POL00090,Health,Retail Health,North,Direct,Active,119180.19,94882.89,False,0,,26112.7,7954.73,108164.93
EVT00001823,2023,2023-03-21,POL00038,Travel,Travel,Central,Bancassurance,Active,197218.55,166499.56,False,0,,63623.56,34165.71,187080.66
EVT00001824,2023,2023-08-19,POL00302,SME,SME Package,Central,Broker,Active,167317.08,156224.12,False,0,,28434.73,19562.68,160041.69
EVT00001825,2023,2023-04-13,POL00313,Health,Retail Health,East,Bancassurance,Active,33740.63,27454.81,True,33209.28,Settled,10748.54,5253.51,29163.61
EVT00001826,2023,2023-07-24,POL00309,SME,SME Package,South,Agent,Active,34723.6,26128.15,True,6956.83,Settled,2253.6,6154.95,33152.68
EVT00001827,2023,2023-03-02,POL00076,SME,SME Package,North,Direct,Expired,148203.02,142753.12,False,0,,39915.04,18276.84,130812.74
